Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2022-06-13,131.08745715836656,133.3862004896801,129.67664877037856,130.11074829101562,122207100
2022-06-14,131.3439740438812,132.0937727002188,129.71610089948248,130.9789276123047,84784300
2022-06-15,132.4883775680402,135.49746220656547,130.3869635861187,133.6130828857422,91533000
2022-06-16,130.30805958293487,130.6138983153379,127.30883480164651,128.31515502929688,108123900
2022-06-17,128.32501262151087,131.2946256093659,128.06849109789493,129.79501342773438,134520300
2022-06-21,131.63005208162124,135.221217692565,131.5314027016207,134.04718017578125,81000500
2022-06-22,132.98169507664278,135.9118517379788,132.11351110393437,133.53419494628906,73409200
2022-06-23,134.98446439237523,136.7307076769902,133.81042672551413,136.41500854492188,72433800
2022-06-24,138.02315379495093,140.00619810598562,137.8949080576308,139.75955200195312,89116800
2022-06-27,140.78559317093158,141.565003289961,139.07880634617007,139.75955200195312,70207900
2022-06-28,140.22319674520142,141.49588355408835,135.47772984284862,135.5961151123047,67083400
2022-06-29,135.61587828995619,138.78280531761038,134.83646829837102,137.36212158203125,66242400
2022-06-30,135.40869168384842,136.51366125405357,131.97538262351003,134.88580322265625,98964500
2022-07-01,134.2149039410031,137.17465645272313,133.84001219295945,137.06613159179688,71051600
2022-07-05,135.92171062767136,139.71019037554066,135.09296845138468,139.66085815429688,73353800
2022-07-06,139.45367991786003,142.1865072585656,139.187297974016,141.0026092529297,74064300
2022-07-07,141.36763652887194,144.58391049928917,141.35777610681967,144.3865966796875,66253700
2022-07-08,143.31121832945087,145.57050462277482,143.05471185180627,145.0673370361328,64547800
2022-07-11,143.71570768878132,144.67269549440107,141.85106429460987,142.9264373779297,63141600
2022-07-12,143.8045337825727,146.45844817293215,143.10406730318948,143.9031982421875,77588800
2022-07-13,141.0716863644841,144.4852594159091,140.2133478360652,143.53814697265625,71185600
2022-07-14,142.14704561371514,146.951705589172,141.32817896574866,146.4781494140625,78140700
2022-07-15,147.77058248983283,148.8360952483167,146.21177762394427,148.1553497314453,76259900
2022-07-18,148.71771677345194,149.53658351575038,144.73190793272408,145.09695434570312,81420900
2022-07-19,145.93553153568237,149.20112279497567,144.93908692354225,148.97421264648438,82982400
2022-07-20,149.09259190386942,151.65771671503967,148.35265379150255,150.98683166503906,64823400
2022-07-21,152.4272816824408,153.48293416018166,149.90162816159852,153.26588439941406,65086600
2022-07-22,153.30534405892402,154.18340354266306,151.35191122902597,152.0227813720703,66675400
2022-07-25,151.94383291278464,152.9600134725139,150.23704639800843,150.89805603027344,53623900
2022-07-26,150.21731152791162,151.03617825668115,148.77690696237937,149.56617736816406,55138700
2022-07-27,150.53301256452508,155.2192873128582,150.11864902484623,154.6865234375,78620700
2022-07-28,154.87399776505708,155.52514701000848,152.33848396565298,155.23904418945312,81378700
2022-07-29,159.0768371497888,161.4347727162901,157.36017527279864,160.3297882080078,101786900
2022-08-01,158.8499238200317,161.39531297785308,158.73153852797333,159.3432159423828,67829400
2022-08-02,157.9521310424326,160.2311380578776,157.48843527995646,157.8633270263672,59907000
2022-08-03,158.6822060411045,164.3550654387107,158.59341707220835,163.9012451171875,82507500
2022-08-04,163.78283934395313,164.94701654031078,162.22403448507984,163.5855255126953,55474100
2022-08-05,161.24406948222443,163.852268903255,161.03659239277184,163.35829162597656,56697000
2022-08-08,164.36601096047863,165.7886680742243,162.22215117031726,162.8840789794922,60276900
2022-08-09,162.04433374052826,163.82265521141719,161.28360440228838,162.93348693847656,63135500
2022-08-10,165.6602095336515,167.3002176831234,164.88960620076517,167.20143127441406,70170500
2022-08-11,168.0115606543251,168.93036629204852,166.16409033464345,166.46047973632812,57149200
2022-08-12,167.77447257106098,170.0961570458949,167.35951833556643,170.02700805664062,68039400
2022-08-15,169.4539992483896,171.3014697666332,169.28604875354864,171.1038818359375,54091700
2022-08-16,170.6988121058942,171.61761781721378,169.59230766429783,170.94580078125,56377100
2022-08-17,170.68892125785695,174.0281975704134,170.49133335193497,172.44747924804688,79542000
2022-08-18,171.65713127395603,172.7932731631823,171.03471498116653,172.05230712890625,62290100
2022-08-19,170.9457855312559,171.64723993968656,169.24650239040093,169.4539794921875,70346300
2022-08-22,167.64600292302248,167.81395338043234,165.1267159118957,165.55154418945312,69026800
2022-08-23,165.06745005270514,166.67782081300345,164.6426217519865,165.21563720703125,54147100
2022-08-24,165.30456191306502,166.08503937159992,164.24744331259177,165.51202392578125,53841500
2022-08-25,166.74697509302598,168.09059394325084,166.32216185379593,167.98191833496094,51218200
2022-08-26,168.51543646848708,168.98965049238348,161.58986453568383,161.64913940429688,78961000
2022-08-29,159.2088710477823,160.9377915248913,157.89490475117088,159.4361114501953,73314000
2022-08-30,160.1770953683111,160.60190864014237,155.82021165840885,156.99588012695312,77906200
2022-08-31,158.37897807534745,158.64573000223655,155.24716422627807,155.32620239257812,87991100
2022-09-01,154.75318959949817,156.51174737307286,152.80691806217294,156.0572967529297,74229900
2022-09-02,157.8257560303605,158.42840897250582,153.10333398862824,153.93321228027344,76957800
2022-09-06,154.58527468619812,155.19780178242627,151.83876179828206,152.66864013671875,73714800
2022-09-07,152.95515314889423,154.78286029004315,151.75972133468971,154.0814208984375,87449600
2022-09-08,152.77731191202227,154.47659517651775,150.84091409608828,152.5994873046875,84923800
2022-09-09,153.59730329551388,155.91900264197233,152.88597477553475,155.4744110107422,68028800
2022-09-12,157.66768343592295,162.2814299729469,157.38118321231417,161.46142578125,104956000
2022-09-13,157.97394119387377,158.60623156162632,151.52259858891705,151.9869384765625,122656600
2022-09-14,152.9254988454698,155.2076868276392,151.75971955478735,153.43923950195312,87965400
2022-09-15,152.78718821838976,153.3700929479772,149.55658720563852,150.53465270996094,90481100
2022-09-16,149.38861684382928,149.52692988033445,146.5828144140255,148.88475036621094,162278800
2022-09-19,147.51149362894427,152.69825509311244,147.3040316123721,152.6192169189453,81474200
2022-09-20,151.5522446171644,156.17588044200602,151.23610695285475,155.0100860595703,107689800
2022-09-21,155.44478402258142,156.8279296043556,151.749843208038,151.86839294433594,101696800
2022-09-22,150.54455844449382,152.60938037490604,149.09226367095178,150.9002227783203,86652500
2022-09-23,149.3688666601967,149.64549275752094,146.77054109426695,148.61801147460938,96029900
2022-09-26,147.85728825396532,151.91778224099426,147.8375249410748,148.95391845703125,93339400
2022-09-27,150.90019798375215,152.85634396088452,148.14379608075552,149.93199157714844,84442700
2022-09-28,145.86162844996352,148.82549249195003,143.09535232911102,148.03512573242188,146691400
2022-09-29,144.34020052815862,144.9527276725991,138.9854723122666,140.7637939453125,128138200
2022-09-30,139.5782261046943,141.37631073101744,136.3377361896639,136.5353240966797,124925300
2022-10-03,136.54521297049774,141.34667296717555,136.03147235346887,140.734130859375,114311700
2022-10-04,143.283060738833,144.45872917658045,142.52233144235086,144.34017944335938,87830100
2022-10-05,142.33462989571538,145.6047572886982,141.28738533142962,144.6365509033203,79471000
2022-10-06,144.05366550708558,145.7628228353645,143.47077587995457,143.67823791503906,68402200
2022-10-07,140.82305867253086,141.37632597682602,137.77028221620552,138.40257263183594,85925600
2022-10-10,138.7285919189453,140.18088647902582,136.90088483805593,138.7285919189453,74899000
2022-10-11,138.21483986753802,139.6473860701425,136.55508340726573,137.30592346191406,77033700
2022-10-12,137.45412230255747,138.66930218634442,136.49580517652515,136.6736297607422,70433700
2022-10-13,133.36397324342673,141.86037225252159,132.75143124900055,141.26760864257812,113224000
2022-10-14,142.57174486263463,142.77922198920555,136.52546673104536,136.7131805419922,88598000
2022-10-17,139.37077023650323,141.17871398682112,138.5804034985276,140.6946258544922,85250900
2022-10-18,143.73750943727143,144.93292597192462,138.91628652563887,142.01846313476562,99136600
2022-10-19,139.98327675549967,143.2040030269989,139.7955629868406,142.12713623046875,61758300
2022-10-20,141.29727289667952,144.13269781047578,140.93171943907114,141.66281127929688,64522000
2022-10-21,141.14906919641035,146.06909396950246,140.93171797792078,145.49607849121094,86548600
2022-10-24,145.41702381156975,148.42039882851472,144.2413555563383,147.64979553222656,75981900
2022-10-25,148.28210696285174,150.65320712247134,147.56090430315092,150.5050048828125,74732300
2022-10-26,149.1416328980144,150.159224928985,146.25679220294288,147.551025390625,88194300
2022-10-27,146.28646333910632,147.2546547484254,142.39391931134296,143.05584716796875,109180200
2022-10-28,146.41488761875652,155.60286960065065,146.0394750732548,153.86407470703125,164762400
2022-10-31,151.31512585250383,152.3821185991709,150.09005675633261,151.49295043945312,97943200
2022-11-01,153.21203589226357,153.57757435309136,147.33370770533168,148.83538818359375,80379300
2022-11-02,147.15584632605294,150.337061596357,143.25342836154712,143.28306579589844,93604600
2022-11-03,140.34882641665214,141.07991823906764,137.07869914103392,137.20713806152344,97918500
2022-11-04,140.61132451471516,141.18529050660402,132.98156775184182,136.93994140625,140814800
2022-11-07,135.68317279996404,137.70193700622886,134.25815566613036,137.47433471679688,83374600
2022-11-08,138.9488277817145,139.9582022856921,136.05921655660495,138.0482940673828,89908500
2022-11-09,137.05869016748804,137.10817285902812,133.189376229013,133.46646118164062,74917800
2022-11-10,139.7701824699572,145.34158325195312,138.0482844536757,145.34158325195312,118854000
2022-11-11,144.3025233234953,148.44890717190938,142.86760074898706,148.1421356201172,93979700
2022-11-14,147.41974514991688,148.71611022108843,145.89576270136516,146.73692321777344,73374100
2022-11-15,150.63591345307688,151.99165162315202,147.01399786733145,148.4785919189453,89868300
2022-11-16,147.57808092617586,148.31037043946992,145.75721744177326,147.24160766601562,64218300
2022-11-17,144.9061704203095,149.90362066577504,144.6290854455113,149.1515350341797,80389400
2022-11-18,150.7249963732011,151.11093726698712,148.40935101048493,149.71560668945312,74829600
2022-11-21,148.5973461389294,148.80515229353415,146.1827358664007,146.46971130371094,58724100
2022-11-22,146.58847211714544,148.8546343118898,145.40094798191168,148.61712646484375,51804100
2022-11-23,147.89477277166492,150.25001056709232,147.78591686263252,149.4979248046875,58301400
2022-11-25,146.7666107499522,147.33068629749027,145.5889920594768,146.56869506835938,35195900
2022-11-28,143.62961681958598,145.11400724355855,141.88793749145825,142.7191925048828,69246000
2022-11-29,142.78843936121245,143.30303220881638,138.88945365820908,139.70091247558594,83763800
2022-11-30,139.92850780567963,147.1723391084902,139.08736243308402,146.48951721191406,111380900
2022-12-01,146.66766652639865,147.5780907793863,145.0843108081597,146.76661682128906,71250400
2022-12-02,144.4410509270055,146.45981470187087,144.13426430680894,146.27178955078125,65447400
2022-12-05,146.23223141172429,149.349444804822,144.25304447007545,145.10409545898438,68826400
2022-12-06,145.53951822683146,145.76712049590915,140.4431028192364,141.4228057861328,64727200
2022-12-07,140.7103350595449,141.87804841439493,138.54312237215163,139.4733428955078,69721100
2022-12-08,140.87855183085378,142.02648408244,139.63166927482092,141.16552734375,62128300
2022-12-09,140.8587378715548,144.05513580994875,139.43372078818393,140.6806182861328,76097000
2022-12-12,141.21497796538944,142.99624914077572,139.592045361148,142.98635864257812,70462700
2022-12-13,147.9442219255381,148.40933205865502,142.73896577405685,143.95616149902344,93886200
2022-12-14,143.837425594668,145.13379070269028,139.69102628885693,141.71969604492188,82291200
2022-12-15,139.64150866757117,140.3243304483487,134.6143729815519,135.07948303222656,98931900
2022-12-16,135.2675358827307,136.2175371723463,132.33833252308642,133.11021423339844,160156900
2022-12-19,133.70398442417286,133.79304421919323,129.95343153387856,130.99249267578125,79592600
2022-12-20,130.0226992547034,131.8633439087619,128.538308891753,130.92323303222656,77432800
2022-12-21,131.5961236714103,135.38626813534808,131.36852142161675,134.04042053222656,85928000
2022-12-22,132.95189133655217,133.1596975133203,128.94403468461323,130.85394287109375,77852100
2022-12-23,129.55755755939762,131.04194756136138,128.2908792990549,130.48777770996094,63814900
2022-12-27,130.01280671088563,130.04249330967795,127.38048421797244,128.67684936523438,69007800
2022-12-28,128.3205924980965,129.66644031626882,124.56014157673225,124.7283706665039,85438400
2022-12-29,126.6580710085752,129.12215673015015,126.40078213242634,128.26121520996094,75703700
2022-12-30,127.07372463723176,128.5976922192292,126.10391953505118,128.57789611816406,77034200
